date,PEP stock,isPartial
2018-07-01,7,False
2018-07-02,23,False
2018-07-03,24,False
2018-07-04,15,False
2018-07-05,24,False
2018-07-06,34,False
2018-07-07,10,False
2018-07-08,7,False
2018-07-09,56,False
2018-07-10,100,False
2018-07-11,58,False
2018-07-12,38,False
2018-07-13,33,False
2018-07-14,10,False
2018-07-15,7,False
2018-07-16,32,False
2018-07-17,30,False
2018-07-18,10,False
2018-07-19,24,False
2018-07-20,27,False
2018-07-21,21,False
2018-07-22,10,False
2018-07-23,14,False
2018-07-24,34,False
2018-07-25,16,False
2018-07-26,38,False
2018-07-27,29,False
2018-07-28,14,False
2018-07-29,14,False
2018-07-30,26,False
2018-07-31,21,False
