date,MDLZ stock,isPartial
2016-04-01,28,False
2016-04-02,0,False
2016-04-03,31,False
2016-04-04,55,False
2016-04-05,41,False
2016-04-06,27,False
2016-04-07,28,False
2016-04-08,29,False
2016-04-09,32,False
2016-04-10,0,False
2016-04-11,45,False
2016-04-12,27,False
2016-04-13,46,False
2016-04-14,42,False
2016-04-15,58,False
2016-04-16,0,False
2016-04-17,0,False
2016-04-18,55,False
2016-04-19,27,False
2016-04-20,28,False
2016-04-21,28,False
2016-04-22,29,False
2016-04-23,32,False
2016-04-24,0,False
2016-04-25,27,False
2016-04-26,27,False
2016-04-27,100,False
2016-04-28,28,False
2016-04-29,38,False
2016-04-30,64,False
