date,DIS stock,isPartial
2013-05-01,44,False
2013-05-02,10,False
2013-05-03,21,False
2013-05-04,24,False
2013-05-05,12,False
2013-05-06,71,False
2013-05-07,100,False
2013-05-08,81,False
2013-05-09,51,False
2013-05-10,75,False
2013-05-11,0,False
2013-05-12,24,False
2013-05-13,0,False
2013-05-14,68,False
2013-05-15,49,False
2013-05-16,40,False
2013-05-17,53,False
2013-05-18,0,False
2013-05-19,12,False
2013-05-20,30,False
2013-05-21,49,False
2013-05-22,39,False
2013-05-23,10,False
2013-05-24,10,False
2013-05-25,24,False
2013-05-26,24,False
2013-05-27,10,False
2013-05-28,67,False
2013-05-29,39,False
2013-05-30,30,False
2013-05-31,10,False
