date,NVDA stock,isPartial
2017-02-01,41,False
2017-02-02,42,False
2017-02-03,37,False
2017-02-04,9,False
2017-02-05,6,False
2017-02-06,34,False
2017-02-07,51,False
2017-02-08,53,False
2017-02-09,90,False
2017-02-10,100,False
2017-02-11,19,False
2017-02-12,6,False
2017-02-13,64,False
2017-02-14,61,False
2017-02-15,51,False
2017-02-16,48,False
2017-02-17,42,False
2017-02-18,12,False
2017-02-19,6,False
2017-02-20,13,False
2017-02-21,50,False
2017-02-22,50,False
2017-02-23,83,False
2017-02-24,80,False
2017-02-25,14,False
2017-02-26,8,False
2017-02-27,40,False
2017-02-28,56,False
