date,TSLA stock,isPartial
2015-05-01,100,False
2015-05-02,34,False
2015-05-03,13,False
2015-05-04,63,False
2015-05-05,48,False
2015-05-06,58,False
2015-05-07,83,False
2015-05-08,51,False
2015-05-09,29,False
2015-05-10,13,False
2015-05-11,45,False
2015-05-12,54,False
2015-05-13,44,False
2015-05-14,60,False
2015-05-15,36,False
2015-05-16,23,False
2015-05-17,10,False
2015-05-18,26,False
2015-05-19,19,False
2015-05-20,43,False
2015-05-21,28,False
2015-05-22,18,False
2015-05-23,10,False
2015-05-24,0,False
2015-05-25,5,False
2015-05-26,34,False
2015-05-27,23,False
2015-05-28,30,False
2015-05-29,27,False
2015-05-30,5,False
2015-05-31,3,False
