date,INTC stock,isPartial
2013-01-01,16,False
2013-01-02,78,False
2013-01-03,25,False
2013-01-04,26,False
2013-01-05,14,False
2013-01-06,14,False
2013-01-07,12,False
2013-01-08,37,False
2013-01-09,24,False
2013-01-10,37,False
2013-01-11,13,False
2013-01-12,0,False
2013-01-13,14,False
2013-01-14,72,False
2013-01-15,35,False
2013-01-16,12,False
2013-01-17,48,False
2013-01-18,100,False
2013-01-19,56,False
2013-01-20,0,False
2013-01-21,23,False
2013-01-22,23,False
2013-01-23,60,False
2013-01-24,48,False
2013-01-25,62,False
2013-01-26,14,False
2013-01-27,14,False
2013-01-28,47,False
2013-01-29,82,False
2013-01-30,24,False
2013-01-31,48,False
