date,CSCO stock,isPartial
2016-06-01,41,False
2016-06-02,54,False
2016-06-03,37,False
2016-06-04,7,False
2016-06-05,0,False
2016-06-06,32,False
2016-06-07,38,False
2016-06-08,26,False
2016-06-09,39,False
2016-06-10,22,False
2016-06-11,14,False
2016-06-12,10,False
2016-06-13,29,False
2016-06-14,20,False
2016-06-15,20,False
2016-06-16,23,False
2016-06-17,25,False
2016-06-18,21,False
2016-06-19,7,False
2016-06-20,32,False
2016-06-21,32,False
2016-06-22,59,False
2016-06-23,36,False
2016-06-24,100,False
2016-06-25,21,False
2016-06-26,21,False
2016-06-27,44,False
2016-06-28,74,False
2016-06-29,36,False
2016-06-30,31,False
