date,ODP stock,isPartial
2016-01-01,0,False
2016-01-02,0,False
2016-01-03,0,False
2016-01-04,0,False
2016-01-05,41,False
2016-01-06,41,False
2016-01-07,41,False
2016-01-08,42,False
2016-01-09,0,False
2016-01-10,44,False
2016-01-11,59,False
2016-01-12,39,False
2016-01-13,40,False
2016-01-14,40,False
2016-01-15,42,False
2016-01-16,92,False
2016-01-17,0,False
2016-01-18,0,False
2016-01-19,100,False
2016-01-20,60,False
2016-01-21,41,False
2016-01-22,42,False
2016-01-23,0,False
2016-01-24,0,False
2016-01-25,40,False
2016-01-26,40,False
2016-01-27,40,False
2016-01-28,40,False
2016-01-29,63,False
2016-01-30,0,False
2016-01-31,0,False
