date,SIRI stock,isPartial
2013-04-01,21,False
2013-04-02,43,False
2013-04-03,47,False
2013-04-04,47,False
2013-04-05,57,False
2013-04-06,33,False
2013-04-07,0,False
2013-04-08,39,False
2013-04-09,39,False
2013-04-10,55,False
2013-04-11,55,False
2013-04-12,37,False
2013-04-13,10,False
2013-04-14,9,False
2013-04-15,35,False
2013-04-16,63,False
2013-04-17,75,False
2013-04-18,48,False
2013-04-19,37,False
2013-04-20,9,False
2013-04-21,9,False
2013-04-22,31,False
2013-04-23,31,False
2013-04-24,52,False
2013-04-25,24,False
2013-04-26,33,False
2013-04-27,9,False
2013-04-28,9,False
2013-04-29,39,False
2013-04-30,100,False
