date,TSLA stock,isPartial
2018-09-01,5,False
2018-09-02,3,False
2018-09-03,5,False
2018-09-04,20,False
2018-09-05,30,False
2018-09-06,28,False
2018-09-07,65,False
2018-09-08,19,False
2018-09-09,11,False
2018-09-10,45,False
2018-09-11,34,False
2018-09-12,33,False
2018-09-13,31,False
2018-09-14,25,False
2018-09-15,5,False
2018-09-16,4,False
2018-09-17,20,False
2018-09-18,38,False
2018-09-19,28,False
2018-09-20,25,False
2018-09-21,22,False
2018-09-22,5,False
2018-09-23,4,False
2018-09-24,16,False
2018-09-25,18,False
2018-09-26,21,False
2018-09-27,43,False
2018-09-28,100,False
2018-09-29,25,False
2018-09-30,19,False
