date,HAS stock,isPartial
2019-02-01,65,False
2019-02-02,38,False
2019-02-03,60,False
2019-02-04,72,False
2019-02-05,75,False
2019-02-06,70,False
2019-02-07,75,False
2019-02-08,64,False
2019-02-09,57,False
2019-02-10,63,False
2019-02-11,77,False
2019-02-12,87,False
2019-02-13,67,False
2019-02-14,77,False
2019-02-15,60,False
2019-02-16,66,False
2019-02-17,57,False
2019-02-18,65,False
2019-02-19,81,False
2019-02-20,76,False
2019-02-21,100,False
2019-02-22,74,False
2019-02-23,53,False
2019-02-24,64,False
2019-02-25,92,False
2019-02-26,82,False
2019-02-27,80,False
2019-02-28,82,False
