date,MDLZ stock,isPartial
2017-05-01,31,False
2017-05-02,43,False
2017-05-03,72,False
2017-05-04,87,False
2017-05-05,45,False
2017-05-06,50,False
2017-05-07,0,False
2017-05-08,29,False
2017-05-09,29,False
2017-05-10,29,False
2017-05-11,44,False
2017-05-12,30,False
2017-05-13,34,False
2017-05-14,0,False
2017-05-15,30,False
2017-05-16,31,False
2017-05-17,63,False
2017-05-18,0,False
2017-05-19,32,False
2017-05-20,37,False
2017-05-21,0,False
2017-05-22,62,False
2017-05-23,60,False
2017-05-24,94,False
2017-05-25,32,False
2017-05-26,100,False
2017-05-27,0,False
2017-05-28,0,False
2017-05-29,0,False
2017-05-30,61,False
2017-05-31,30,False
