date,PFE stock,isPartial
2013-04-01,64,False
2013-04-02,38,False
2013-04-03,75,False
2013-04-04,62,False
2013-04-05,39,False
2013-04-06,18,False
2013-04-07,0,False
2013-04-08,37,False
2013-04-09,37,False
2013-04-10,76,False
2013-04-11,53,False
2013-04-12,64,False
2013-04-13,18,False
2013-04-14,37,False
2013-04-15,60,False
2013-04-16,68,False
2013-04-17,61,False
2013-04-18,77,False
2013-04-19,24,False
2013-04-20,18,False
2013-04-21,18,False
2013-04-22,38,False
2013-04-23,61,False
2013-04-24,53,False
2013-04-25,55,False
2013-04-26,71,False
2013-04-27,18,False
2013-04-28,18,False
2013-04-29,23,False
2013-04-30,100,False
