date,MRVL stock,isPartial
2016-03-01,0,False
2016-03-02,46,False
2016-03-03,46,False
2016-03-04,95,False
2016-03-05,0,False
2016-03-06,52,False
2016-03-07,46,False
2016-03-08,46,False
2016-03-09,46,False
2016-03-10,48,False
2016-03-11,48,False
2016-03-12,0,False
2016-03-13,0,False
2016-03-14,46,False
2016-03-15,46,False
2016-03-16,0,False
2016-03-17,48,False
2016-03-18,49,False
2016-03-19,0,False
2016-03-20,0,False
2016-03-21,0,False
2016-03-22,47,False
2016-03-23,0,False
2016-03-24,100,False
2016-03-25,0,False
2016-03-26,56,False
2016-03-27,56,False
2016-03-28,49,False
2016-03-29,0,False
2016-03-30,47,False
2016-03-31,47,False
