date,AAPL stock,isPartial
2016-02-01,87,False
2016-02-02,100,False
2016-02-03,85,False
2016-02-04,86,False
2016-02-05,87,False
2016-02-06,30,False
2016-02-07,15,False
2016-02-08,93,False
2016-02-09,94,False
2016-02-10,74,False
2016-02-11,84,False
2016-02-12,76,False
2016-02-13,16,False
2016-02-14,11,False
2016-02-15,25,False
2016-02-16,67,False
2016-02-17,83,False
2016-02-18,72,False
2016-02-19,68,False
2016-02-20,12,False
2016-02-21,10,False
2016-02-22,81,False
2016-02-23,71,False
2016-02-24,66,False
2016-02-25,69,False
2016-02-26,73,False
2016-02-27,14,False
2016-02-28,10,False
2016-02-29,70,False
