date,EA stock,isPartial
2015-11-01,37,False
2015-11-02,96,False
2015-11-03,78,False
2015-11-04,89,False
2015-11-05,90,False
2015-11-06,86,False
2015-11-07,20,False
2015-11-08,41,False
2015-11-09,74,False
2015-11-10,44,False
2015-11-11,46,False
2015-11-12,74,False
2015-11-13,90,False
2015-11-14,16,False
2015-11-15,24,False
2015-11-16,78,False
2015-11-17,65,False
2015-11-18,92,False
2015-11-19,59,False
2015-11-20,100,False
2015-11-21,20,False
2015-11-22,24,False
2015-11-23,99,False
2015-11-24,74,False
2015-11-25,88,False
2015-11-26,32,False
2015-11-27,18,False
2015-11-28,60,False
2015-11-29,23,False
2015-11-30,70,False
