date,GOOG stock,isPartial
2016-11-01,47,False
2016-11-02,50,False
2016-11-03,48,False
2016-11-04,47,False
2016-11-05,11,False
2016-11-06,8,False
2016-11-07,39,False
2016-11-08,46,False
2016-11-09,100,False
2016-11-10,90,False
2016-11-11,69,False
2016-11-12,22,False
2016-11-13,18,False
2016-11-14,56,False
2016-11-15,54,False
2016-11-16,64,False
2016-11-17,47,False
2016-11-18,63,False
2016-11-19,11,False
2016-11-20,12,False
2016-11-21,46,False
2016-11-22,43,False
2016-11-23,31,False
2016-11-24,23,False
2016-11-25,23,False
2016-11-26,8,False
2016-11-27,9,False
2016-11-28,39,False
2016-11-29,34,False
2016-11-30,36,False
