date,DIS stock,isPartial
2018-03-01,80,False
2018-03-02,61,False
2018-03-03,13,False
2018-03-04,8,False
2018-03-05,58,False
2018-03-06,69,False
2018-03-07,70,False
2018-03-08,52,False
2018-03-09,54,False
2018-03-10,13,False
2018-03-11,17,False
2018-03-12,43,False
2018-03-13,83,False
2018-03-14,36,False
2018-03-15,52,False
2018-03-16,42,False
2018-03-17,9,False
2018-03-18,16,False
2018-03-19,62,False
2018-03-20,66,False
2018-03-21,59,False
2018-03-22,41,False
2018-03-23,62,False
2018-03-24,17,False
2018-03-25,4,False
2018-03-26,67,False
2018-03-27,67,False
2018-03-28,54,False
2018-03-29,100,False
2018-03-30,21,False
2018-03-31,13,False
