date,TWTR stock,isPartial
2017-12-01,41,False
2017-12-02,14,False
2017-12-03,5,False
2017-12-04,51,False
2017-12-05,54,False
2017-12-06,45,False
2017-12-07,57,False
2017-12-08,35,False
2017-12-09,16,False
2017-12-10,7,False
2017-12-11,43,False
2017-12-12,46,False
2017-12-13,31,False
2017-12-14,58,False
2017-12-15,67,False
2017-12-16,11,False
2017-12-17,11,False
2017-12-18,95,False
2017-12-19,100,False
2017-12-20,85,False
2017-12-21,83,False
2017-12-22,67,False
2017-12-23,8,False
2017-12-24,6,False
2017-12-25,12,False
2017-12-26,30,False
2017-12-27,52,False
2017-12-28,48,False
2017-12-29,51,False
2017-12-30,4,False
2017-12-31,12,False
