date,MRVL stock,isPartial
2013-08-01,59,False
2013-08-02,0,False
2013-08-03,0,False
2013-08-04,0,False
2013-08-05,58,False
2013-08-06,58,False
2013-08-07,39,False
2013-08-08,40,False
2013-08-09,41,False
2013-08-10,47,False
2013-08-11,0,False
2013-08-12,77,False
2013-08-13,77,False
2013-08-14,0,False
2013-08-15,82,False
2013-08-16,41,False
2013-08-17,47,False
2013-08-18,0,False
2013-08-19,51,False
2013-08-20,38,False
2013-08-21,76,False
2013-08-22,0,False
2013-08-23,100,False
2013-08-24,0,False
2013-08-25,0,False
2013-08-26,37,False
2013-08-27,37,False
2013-08-28,37,False
2013-08-29,38,False
2013-08-30,39,False
2013-08-31,0,False
