date,ATVI stock,isPartial
2014-09-01,26,False
2014-09-02,25,False
2014-09-03,25,False
2014-09-04,51,False
2014-09-05,0,False
2014-09-06,30,False
2014-09-07,0,False
2014-09-08,25,False
2014-09-09,49,False
2014-09-10,74,False
2014-09-11,75,False
2014-09-12,78,False
2014-09-13,0,False
2014-09-14,0,False
2014-09-15,25,False
2014-09-16,100,False
2014-09-17,25,False
2014-09-18,25,False
2014-09-19,65,False
2014-09-20,0,False
2014-09-21,0,False
2014-09-22,61,False
2014-09-23,49,False
2014-09-24,37,False
2014-09-25,63,False
2014-09-26,53,False
2014-09-27,60,False
2014-09-28,0,False
2014-09-29,49,False
2014-09-30,0,False
