date,SBUX stock,isPartial
2016-10-01,31,False
2016-10-02,18,False
2016-10-03,43,False
2016-10-04,69,False
2016-10-05,76,False
2016-10-06,87,False
2016-10-07,100,False
2016-10-08,37,False
2016-10-09,18,False
2016-10-10,38,False
2016-10-11,81,False
2016-10-12,66,False
2016-10-13,82,False
2016-10-14,45,False
2016-10-15,50,False
2016-10-16,24,False
2016-10-17,91,False
2016-10-18,58,False
2016-10-19,80,False
2016-10-20,75,False
2016-10-21,89,False
2016-10-22,25,False
2016-10-23,12,False
2016-10-24,53,False
2016-10-25,74,False
2016-10-26,59,False
2016-10-27,98,False
2016-10-28,45,False
2016-10-29,32,False
2016-10-30,37,False
2016-10-31,44,False
