date,MU stock,isPartial
2016-07-01,100,False
2016-07-02,23,False
2016-07-03,8,False
2016-07-04,10,False
2016-07-05,55,False
2016-07-06,83,False
2016-07-07,77,False
2016-07-08,76,False
2016-07-09,8,False
2016-07-10,16,False
2016-07-11,57,False
2016-07-12,64,False
2016-07-13,62,False
2016-07-14,56,False
2016-07-15,66,False
2016-07-16,24,False
2016-07-17,8,False
2016-07-18,48,False
2016-07-19,27,False
2016-07-20,69,False
2016-07-21,24,False
2016-07-22,35,False
2016-07-23,12,False
2016-07-24,12,False
2016-07-25,54,False
2016-07-26,74,False
2016-07-27,75,False
2016-07-28,86,False
2016-07-29,78,False
2016-07-30,12,False
2016-07-31,12,False
