date,KO stock,isPartial
2017-11-01,50,False
2017-11-02,28,False
2017-11-03,100,False
2017-11-04,37,False
2017-11-05,24,False
2017-11-06,52,False
2017-11-07,68,False
2017-11-08,43,False
2017-11-09,43,False
2017-11-10,28,False
2017-11-11,24,False
2017-11-12,12,False
2017-11-13,74,False
2017-11-14,74,False
2017-11-15,80,False
2017-11-16,42,False
2017-11-17,72,False
2017-11-18,30,False
2017-11-19,12,False
2017-11-20,21,False
2017-11-21,53,False
2017-11-22,64,False
2017-11-23,44,False
2017-11-24,49,False
2017-11-25,6,False
2017-11-26,24,False
2017-11-27,77,False
2017-11-28,67,False
2017-11-29,68,False
2017-11-30,59,False
