date,EBAY stock,isPartial
2013-09-01,52,False
2013-09-02,65,False
2013-09-03,97,False
2013-09-04,63,False
2013-09-05,63,False
2013-09-06,78,False
2013-09-07,64,False
2013-09-08,62,False
2013-09-09,68,False
2013-09-10,100,False
2013-09-11,75,False
2013-09-12,77,False
2013-09-13,92,False
2013-09-14,49,False
2013-09-15,39,False
2013-09-16,91,False
2013-09-17,80,False
2013-09-18,76,False
2013-09-19,87,False
2013-09-20,77,False
2013-09-21,53,False
2013-09-22,60,False
2013-09-23,68,False
2013-09-24,65,False
2013-09-25,86,False
2013-09-26,88,False
2013-09-27,65,False
2013-09-28,59,False
2013-09-29,55,False
2013-09-30,77,False
