date,KO stock,isPartial
2014-09-01,45,False
2014-09-02,58,False
2014-09-03,22,False
2014-09-04,30,False
2014-09-05,85,False
2014-09-06,27,False
2014-09-07,35,False
2014-09-08,73,False
2014-09-09,65,False
2014-09-10,44,False
2014-09-11,66,False
2014-09-12,54,False
2014-09-13,53,False
2014-09-14,17,False
2014-09-15,44,False
2014-09-16,36,False
2014-09-17,73,False
2014-09-18,66,False
2014-09-19,54,False
2014-09-20,52,False
2014-09-21,17,False
2014-09-22,72,False
2014-09-23,58,False
2014-09-24,44,False
2014-09-25,74,False
2014-09-26,100,False
2014-09-27,35,False
2014-09-28,0,False
2014-09-29,44,False
2014-09-30,51,False
