date,HAS stock,isPartial
2014-05-01,100,False
2014-05-02,74,False
2014-05-03,48,False
2014-05-04,57,False
2014-05-05,99,False
2014-05-06,62,False
2014-05-07,58,False
2014-05-08,78,False
2014-05-09,72,False
2014-05-10,48,False
2014-05-11,49,False
2014-05-12,80,False
2014-05-13,63,False
2014-05-14,64,False
2014-05-15,67,False
2014-05-16,73,False
2014-05-17,53,False
2014-05-18,39,False
2014-05-19,64,False
2014-05-20,76,False
2014-05-21,59,False
2014-05-22,60,False
2014-05-23,58,False
2014-05-24,62,False
2014-05-25,59,False
2014-05-26,52,False
2014-05-27,71,False
2014-05-28,57,False
2014-05-29,68,False
2014-05-30,54,False
2014-05-31,46,False
