date,EA stock,isPartial
2012-08-01,100,False
2012-08-02,53,False
2012-08-03,30,False
2012-08-04,24,False
2012-08-05,47,False
2012-08-06,28,False
2012-08-07,38,False
2012-08-08,28,False
2012-08-09,38,False
2012-08-10,25,False
2012-08-11,12,False
2012-08-12,12,False
2012-08-13,33,False
2012-08-14,19,False
2012-08-15,29,False
2012-08-16,62,False
2012-08-17,35,False
2012-08-18,18,False
2012-08-19,24,False
2012-08-20,29,False
2012-08-21,43,False
2012-08-22,19,False
2012-08-23,29,False
2012-08-24,25,False
2012-08-25,11,False
2012-08-26,11,False
2012-08-27,27,False
2012-08-28,27,False
2012-08-29,23,False
2012-08-30,28,False
2012-08-31,24,False
