date,HD stock,isPartial
2015-09-01,38,False
2015-09-02,65,False
2015-09-03,39,False
2015-09-04,49,False
2015-09-05,36,False
2015-09-06,51,False
2015-09-07,27,False
2015-09-08,42,False
2015-09-09,59,False
2015-09-10,43,False
2015-09-11,66,False
2015-09-12,35,False
2015-09-13,34,False
2015-09-14,79,False
2015-09-15,51,False
2015-09-16,55,False
2015-09-17,67,False
2015-09-18,44,False
2015-09-19,50,False
2015-09-20,29,False
2015-09-21,46,False
2015-09-22,67,False
2015-09-23,34,False
2015-09-24,100,False
2015-09-25,36,False
2015-09-26,15,False
2015-09-27,35,False
2015-09-28,70,False
2015-09-29,33,False
2015-09-30,21,False
