date,DIS stock,isPartial
2017-11-01,28,False
2017-11-02,38,False
2017-11-03,32,False
2017-11-04,15,False
2017-11-05,10,False
2017-11-06,39,False
2017-11-07,56,False
2017-11-08,51,False
2017-11-09,79,False
2017-11-10,100,False
2017-11-11,16,False
2017-11-12,9,False
2017-11-13,45,False
2017-11-14,37,False
2017-11-15,40,False
2017-11-16,36,False
2017-11-17,41,False
2017-11-18,11,False
2017-11-19,3,False
2017-11-20,25,False
2017-11-21,32,False
2017-11-22,19,False
2017-11-23,12,False
2017-11-24,21,False
2017-11-25,8,False
2017-11-26,4,False
2017-11-27,27,False
2017-11-28,32,False
2017-11-29,31,False
2017-11-30,37,False
