date,WDC stock,isPartial
2016-05-01,26,False
2016-05-02,37,False
2016-05-03,33,False
2016-05-04,18,False
2016-05-05,38,False
2016-05-06,35,False
2016-05-07,13,False
2016-05-08,19,False
2016-05-09,22,False
2016-05-10,36,False
2016-05-11,47,False
2016-05-12,37,False
2016-05-13,61,False
2016-05-14,25,False
2016-05-15,13,False
2016-05-16,48,False
2016-05-17,62,False
2016-05-18,49,False
2016-05-19,22,False
2016-05-20,43,False
2016-05-21,19,False
2016-05-22,13,False
2016-05-23,54,False
2016-05-24,51,False
2016-05-25,100,False
2016-05-26,81,False
2016-05-27,67,False
2016-05-28,26,False
2016-05-29,19,False
2016-05-30,11,False
2016-05-31,82,False
