date,MSFT stock,isPartial
2013-04-01,23,False
2013-04-02,40,False
2013-04-03,28,False
2013-04-04,38,False
2013-04-05,29,False
2013-04-06,15,False
2013-04-07,11,False
2013-04-08,42,False
2013-04-09,31,False
2013-04-10,59,False
2013-04-11,69,False
2013-04-12,55,False
2013-04-13,26,False
2013-04-14,19,False
2013-04-15,46,False
2013-04-16,50,False
2013-04-17,34,False
2013-04-18,69,False
2013-04-19,56,False
2013-04-20,26,False
2013-04-21,30,False
2013-04-22,78,False
2013-04-23,46,False
2013-04-24,63,False
2013-04-25,100,False
2013-04-26,43,False
2013-04-27,22,False
2013-04-28,15,False
2013-04-29,56,False
2013-04-30,69,False
