date,GRMN stock,isPartial
2017-04-01,58,False
2017-04-02,0,False
2017-04-03,49,False
2017-04-04,0,False
2017-04-05,49,False
2017-04-06,0,False
2017-04-07,0,False
2017-04-08,0,False
2017-04-09,0,False
2017-04-10,100,False
2017-04-11,0,False
2017-04-12,0,False
2017-04-13,0,False
2017-04-14,0,False
2017-04-15,0,False
2017-04-16,0,False
2017-04-17,51,False
2017-04-18,0,False
2017-04-19,0,False
2017-04-20,0,False
2017-04-21,53,False
2017-04-22,57,False
2017-04-23,0,False
2017-04-24,0,False
2017-04-25,49,False
2017-04-26,0,False
2017-04-27,50,False
2017-04-28,52,False
2017-04-29,0,False
2017-04-30,0,False
