date,DIS stock,isPartial
2015-03-01,8,False
2015-03-02,68,False
2015-03-03,34,False
2015-03-04,90,False
2015-03-05,56,False
2015-03-06,73,False
2015-03-07,25,False
2015-03-08,24,False
2015-03-09,76,False
2015-03-10,21,False
2015-03-11,49,False
2015-03-12,83,False
2015-03-13,100,False
2015-03-14,57,False
2015-03-15,8,False
2015-03-16,83,False
2015-03-17,76,False
2015-03-18,97,False
2015-03-19,55,False
2015-03-20,57,False
2015-03-21,16,False
2015-03-22,24,False
2015-03-23,55,False
2015-03-24,62,False
2015-03-25,30,False
2015-03-26,89,False
2015-03-27,72,False
2015-03-28,43,False
2015-03-29,8,False
2015-03-30,62,False
2015-03-31,49,False
