date,HAS stock,isPartial
2017-09-01,45,False
2017-09-02,41,False
2017-09-03,54,False
2017-09-04,59,False
2017-09-05,64,False
2017-09-06,90,False
2017-09-07,78,False
2017-09-08,66,False
2017-09-09,47,False
2017-09-10,54,False
2017-09-11,85,False
2017-09-12,74,False
2017-09-13,100,False
2017-09-14,80,False
2017-09-15,60,False
2017-09-16,55,False
2017-09-17,70,False
2017-09-18,100,False
2017-09-19,95,False
2017-09-20,91,False
2017-09-21,83,False
2017-09-22,74,False
2017-09-23,63,False
2017-09-24,56,False
2017-09-25,92,False
2017-09-26,66,False
2017-09-27,86,False
2017-09-28,67,False
2017-09-29,70,False
2017-09-30,49,False
