date,HAS stock,isPartial
2017-12-01,69,False
2017-12-02,59,False
2017-12-03,66,False
2017-12-04,100,False
2017-12-05,71,False
2017-12-06,72,False
2017-12-07,72,False
2017-12-08,68,False
2017-12-09,50,False
2017-12-10,62,False
2017-12-11,67,False
2017-12-12,76,False
2017-12-13,68,False
2017-12-14,63,False
2017-12-15,50,False
2017-12-16,42,False
2017-12-17,35,False
2017-12-18,45,False
2017-12-19,39,False
2017-12-20,40,False
2017-12-21,38,False
2017-12-22,36,False
2017-12-23,39,False
2017-12-24,27,False
2017-12-25,14,False
2017-12-26,21,False
2017-12-27,27,False
2017-12-28,26,False
2017-12-29,28,False
2017-12-30,16,False
2017-12-31,16,False
