date,KO stock,isPartial
2014-02-01,26,False
2014-02-02,17,False
2014-02-03,33,False
2014-02-04,55,False
2014-02-05,37,False
2014-02-06,71,False
2014-02-07,75,False
2014-02-08,39,False
2014-02-09,25,False
2014-02-10,29,False
2014-02-11,55,False
2014-02-12,58,False
2014-02-13,59,False
2014-02-14,46,False
2014-02-15,39,False
2014-02-16,26,False
2014-02-17,15,False
2014-02-18,98,False
2014-02-19,100,False
2014-02-20,49,False
2014-02-21,65,False
2014-02-22,9,False
2014-02-23,9,False
2014-02-24,29,False
2014-02-25,92,False
2014-02-26,58,False
2014-02-27,52,False
2014-02-28,66,False
