date,GOOG stock,isPartial
2014-03-01,35,False
2014-03-02,30,False
2014-03-03,71,False
2014-03-04,100,False
2014-03-05,80,False
2014-03-06,76,False
2014-03-07,81,False
2014-03-08,35,False
2014-03-09,30,False
2014-03-10,53,False
2014-03-11,66,False
2014-03-12,78,False
2014-03-13,86,False
2014-03-14,71,False
2014-03-15,25,False
2014-03-16,18,False
2014-03-17,38,False
2014-03-18,48,False
2014-03-19,38,False
2014-03-20,44,False
2014-03-21,31,False
2014-03-22,12,False
2014-03-23,10,False
2014-03-24,53,False
2014-03-25,65,False
2014-03-26,48,False
2014-03-27,56,False
2014-03-28,59,False
2014-03-29,15,False
2014-03-30,15,False
2014-03-31,55,False
