date,SBUX stock,isPartial
2018-06-01,19,False
2018-06-02,10,False
2018-06-03,5,False
2018-06-04,33,False
2018-06-05,49,False
2018-06-06,33,False
2018-06-07,29,False
2018-06-08,18,False
2018-06-09,15,False
2018-06-10,7,False
2018-06-11,26,False
2018-06-12,26,False
2018-06-13,25,False
2018-06-14,16,False
2018-06-15,18,False
2018-06-16,7,False
2018-06-17,3,False
2018-06-18,13,False
2018-06-19,38,False
2018-06-20,100,False
2018-06-21,90,False
2018-06-22,80,False
2018-06-23,22,False
2018-06-24,14,False
2018-06-25,42,False
2018-06-26,39,False
2018-06-27,29,False
2018-06-28,69,False
2018-06-29,64,False
2018-06-30,13,False
