date,COST stock,isPartial
2016-10-01,43,False
2016-10-02,56,False
2016-10-03,86,False
2016-10-04,72,False
2016-10-05,74,False
2016-10-06,79,False
2016-10-07,77,False
2016-10-08,33,False
2016-10-09,46,False
2016-10-10,66,False
2016-10-11,65,False
2016-10-12,90,False
2016-10-13,71,False
2016-10-14,48,False
2016-10-15,47,False
2016-10-16,41,False
2016-10-17,74,False
2016-10-18,62,False
2016-10-19,66,False
2016-10-20,82,False
2016-10-21,45,False
2016-10-22,46,False
2016-10-23,49,False
2016-10-24,80,False
2016-10-25,100,False
2016-10-26,90,False
2016-10-27,76,False
2016-10-28,62,False
2016-10-29,51,False
2016-10-30,43,False
2016-10-31,73,False
