date,PHG stock,isPartial
2017-08-01,99,False
2017-08-02,95,False
2017-08-03,50,False
2017-08-04,53,False
2017-08-05,59,False
2017-08-06,60,False
2017-08-07,99,False
2017-08-08,48,False
2017-08-09,50,False
2017-08-10,51,False
2017-08-11,53,False
2017-08-12,59,False
2017-08-13,0,False
2017-08-14,0,False
2017-08-15,0,False
2017-08-16,51,False
2017-08-17,51,False
2017-08-18,52,False
2017-08-19,0,False
2017-08-20,0,False
2017-08-21,0,False
2017-08-22,50,False
2017-08-23,50,False
2017-08-24,0,False
2017-08-25,53,False
2017-08-26,0,False
2017-08-27,0,False
2017-08-28,76,False
2017-08-29,100,False
2017-08-30,50,False
2017-08-31,50,False
