date,BA stock,isPartial
2012-02-01,63,False
2012-02-02,76,False
2012-02-03,39,False
2012-02-04,68,False
2012-02-05,45,False
2012-02-06,76,False
2012-02-07,94,False
2012-02-08,56,False
2012-02-09,51,False
2012-02-10,79,False
2012-02-11,69,False
2012-02-12,44,False
2012-02-13,74,False
2012-02-14,95,False
2012-02-15,89,False
2012-02-16,38,False
2012-02-17,80,False
2012-02-18,46,False
2012-02-19,46,False
2012-02-20,65,False
2012-02-21,65,False
2012-02-22,63,False
2012-02-23,76,False
2012-02-24,39,False
2012-02-25,69,False
2012-02-26,0,False
2012-02-27,100,False
2012-02-28,74,False
2012-02-29,75,False
