date,PEP stock,isPartial
2015-11-01,24,False
2015-11-02,100,False
2015-11-03,79,False
2015-11-04,40,False
2015-11-05,40,False
2015-11-06,52,False
2015-11-07,47,False
2015-11-08,23,False
2015-11-09,72,False
2015-11-10,50,False
2015-11-11,61,False
2015-11-12,27,False
2015-11-13,42,False
2015-11-14,23,False
2015-11-15,46,False
2015-11-16,40,False
2015-11-17,49,False
2015-11-18,40,False
2015-11-19,67,False
2015-11-20,28,False
2015-11-21,23,False
2015-11-22,34,False
2015-11-23,60,False
2015-11-24,69,False
2015-11-25,40,False
2015-11-26,62,False
2015-11-27,49,False
2015-11-28,0,False
2015-11-29,38,False
2015-11-30,58,False
