date,EBAY stock,isPartial
2015-09-01,88,False
2015-09-02,90,False
2015-09-03,100,False
2015-09-04,69,False
2015-09-05,47,False
2015-09-06,76,False
2015-09-07,58,False
2015-09-08,91,False
2015-09-09,84,False
2015-09-10,69,False
2015-09-11,67,False
2015-09-12,55,False
2015-09-13,67,False
2015-09-14,65,False
2015-09-15,96,False
2015-09-16,70,False
2015-09-17,72,False
2015-09-18,62,False
2015-09-19,70,False
2015-09-20,69,False
2015-09-21,96,False
2015-09-22,85,False
2015-09-23,83,False
2015-09-24,75,False
2015-09-25,73,False
2015-09-26,83,False
2015-09-27,69,False
2015-09-28,55,False
2015-09-29,78,False
2015-09-30,61,False
