date,TSLA stock,isPartial
2014-11-01,18,False
2014-11-02,10,False
2014-11-03,38,False
2014-11-04,41,False
2014-11-05,100,False
2014-11-06,90,False
2014-11-07,61,False
2014-11-08,10,False
2014-11-09,7,False
2014-11-10,57,False
2014-11-11,54,False
2014-11-12,68,False
2014-11-13,62,False
2014-11-14,45,False
2014-11-15,15,False
2014-11-16,7,False
2014-11-17,53,False
2014-11-18,39,False
2014-11-19,50,False
2014-11-20,51,False
2014-11-21,52,False
2014-11-22,8,False
2014-11-23,10,False
2014-11-24,36,False
2014-11-25,23,False
2014-11-26,31,False
2014-11-27,6,False
2014-11-28,18,False
2014-11-29,5,False
2014-11-30,10,False
