date,AAPL stock,isPartial
2015-03-01,17,False
2015-03-02,79,False
2015-03-03,82,False
2015-03-04,78,False
2015-03-05,52,False
2015-03-06,80,False
2015-03-07,33,False
2015-03-08,13,False
2015-03-09,100,False
2015-03-10,87,False
2015-03-11,75,False
2015-03-12,81,False
2015-03-13,65,False
2015-03-14,16,False
2015-03-15,21,False
2015-03-16,53,False
2015-03-17,61,False
2015-03-18,79,False
2015-03-19,69,False
2015-03-20,70,False
2015-03-21,24,False
2015-03-22,12,False
2015-03-23,54,False
2015-03-24,60,False
2015-03-25,43,False
2015-03-26,73,False
2015-03-27,49,False
2015-03-28,15,False
2015-03-29,5,False
2015-03-30,61,False
2015-03-31,55,False
