date,WMT stock,isPartial
2012-06-01,50,False
2012-06-02,30,False
2012-06-03,0,False
2012-06-04,70,False
2012-06-05,47,False
2012-06-06,23,False
2012-06-07,24,False
2012-06-08,100,False
2012-06-09,59,False
2012-06-10,0,False
2012-06-11,70,False
2012-06-12,93,False
2012-06-13,48,False
2012-06-14,0,False
2012-06-15,0,False
2012-06-16,0,False
2012-06-17,59,False
2012-06-18,47,False
2012-06-19,0,False
2012-06-20,47,False
2012-06-21,95,False
2012-06-22,0,False
2012-06-23,0,False
2012-06-24,29,False
2012-06-25,94,False
2012-06-26,69,False
2012-06-27,48,False
2012-06-28,24,False
2012-06-29,26,False
2012-06-30,30,False
