date,WDC stock,isPartial
2014-11-01,85,False
2014-11-02,33,False
2014-11-03,57,False
2014-11-04,56,False
2014-11-05,75,False
2014-11-06,28,False
2014-11-07,29,False
2014-11-08,67,False
2014-11-09,65,False
2014-11-10,42,False
2014-11-11,42,False
2014-11-12,42,False
2014-11-13,28,False
2014-11-14,29,False
2014-11-15,100,False
2014-11-16,96,False
2014-11-17,28,False
2014-11-18,60,False
2014-11-19,43,False
2014-11-20,85,False
2014-11-21,78,False
2014-11-22,66,False
2014-11-23,0,False
2014-11-24,28,False
2014-11-25,83,False
2014-11-26,56,False
2014-11-27,43,False
2014-11-28,30,False
2014-11-29,44,False
2014-11-30,32,False
