date,CTSH stock,isPartial
2014-03-01,21,False
2014-03-02,20,False
2014-03-03,23,False
2014-03-04,36,False
2014-03-05,53,False
2014-03-06,44,False
2014-03-07,37,False
2014-03-08,48,False
2014-03-09,0,False
2014-03-10,100,False
2014-03-11,76,False
2014-03-12,58,False
2014-03-13,44,False
2014-03-14,43,False
2014-03-15,0,False
2014-03-16,20,False
2014-03-17,47,False
2014-03-18,17,False
2014-03-19,23,False
2014-03-20,18,False
2014-03-21,18,False
2014-03-22,0,False
2014-03-23,0,False
2014-03-24,35,False
2014-03-25,34,False
2014-03-26,26,False
2014-03-27,53,False
2014-03-28,18,False
2014-03-29,42,False
2014-03-30,41,False
2014-03-31,29,False
