date,BA stock,isPartial
2014-10-01,32,False
2014-10-02,32,False
2014-10-03,57,False
2014-10-04,30,False
2014-10-05,19,False
2014-10-06,28,False
2014-10-07,63,False
2014-10-08,42,False
2014-10-09,32,False
2014-10-10,26,False
2014-10-11,25,False
2014-10-12,25,False
2014-10-13,55,False
2014-10-14,28,False
2014-10-15,45,False
2014-10-16,52,False
2014-10-17,51,False
2014-10-18,19,False
2014-10-19,12,False
2014-10-20,41,False
2014-10-21,31,False
2014-10-22,100,False
2014-10-23,63,False
2014-10-24,40,False
2014-10-25,37,False
2014-10-26,16,False
2014-10-27,41,False
2014-10-28,31,False
2014-10-29,41,False
2014-10-30,49,False
2014-10-31,41,False
