date,TSLA stock,isPartial
2016-02-01,34,False
2016-02-02,38,False
2016-02-03,39,False
2016-02-04,42,False
2016-02-05,53,False
2016-02-06,27,False
2016-02-07,11,False
2016-02-08,63,False
2016-02-09,56,False
2016-02-10,76,False
2016-02-11,100,False
2016-02-12,47,False
2016-02-13,15,False
2016-02-14,5,False
2016-02-15,15,False
2016-02-16,36,False
2016-02-17,38,False
2016-02-18,40,False
2016-02-19,35,False
2016-02-20,11,False
2016-02-21,6,False
2016-02-22,30,False
2016-02-23,31,False
2016-02-24,40,False
2016-02-25,35,False
2016-02-26,41,False
2016-02-27,7,False
2016-02-28,4,False
2016-02-29,40,False
