date,MCD stock,isPartial
2017-05-01,69,False
2017-05-02,50,False
2017-05-03,41,False
2017-05-04,56,False
2017-05-05,67,False
2017-05-06,16,False
2017-05-07,0,False
2017-05-08,73,False
2017-05-09,50,False
2017-05-10,73,False
2017-05-11,60,False
2017-05-12,53,False
2017-05-13,27,False
2017-05-14,16,False
2017-05-15,39,False
2017-05-16,74,False
2017-05-17,73,False
2017-05-18,34,False
2017-05-19,72,False
2017-05-20,47,False
2017-05-21,22,False
2017-05-22,49,False
2017-05-23,43,False
2017-05-24,94,False
2017-05-25,95,False
2017-05-26,100,False
2017-05-27,59,False
2017-05-28,24,False
2017-05-29,10,False
2017-05-30,43,False
2017-05-31,34,False
