date,ODP stock,isPartial
2019-03-01,72,False
2019-03-02,40,False
2019-03-03,0,False
2019-03-04,100,False
2019-03-05,53,False
2019-03-06,28,False
2019-03-07,47,False
2019-03-08,46,False
2019-03-09,20,False
2019-03-10,20,False
2019-03-11,29,False
2019-03-12,35,False
2019-03-13,23,False
2019-03-14,58,False
2019-03-15,66,False
2019-03-16,0,False
2019-03-17,40,False
2019-03-18,53,False
2019-03-19,34,False
2019-03-20,18,False
2019-03-21,63,False
2019-03-22,49,False
2019-03-23,0,False
2019-03-24,0,False
2019-03-25,44,False
2019-03-26,29,False
2019-03-27,35,False
2019-03-28,44,False
2019-03-29,19,False
2019-03-30,41,False
2019-03-31,20,False
