date,DIS stock,isPartial
2018-05-01,31,False
2018-05-02,34,False
2018-05-03,18,False
2018-05-04,31,False
2018-05-05,17,False
2018-05-06,8,False
2018-05-07,35,False
2018-05-08,100,False
2018-05-09,92,False
2018-05-10,42,False
2018-05-11,45,False
2018-05-12,13,False
2018-05-13,4,False
2018-05-14,31,False
2018-05-15,26,False
2018-05-16,40,False
2018-05-17,45,False
2018-05-18,28,False
2018-05-19,8,False
2018-05-20,12,False
2018-05-21,17,False
2018-05-22,44,False
2018-05-23,31,False
2018-05-24,28,False
2018-05-25,30,False
2018-05-26,6,False
2018-05-27,4,False
2018-05-28,8,False
2018-05-29,29,False
2018-05-30,36,False
2018-05-31,32,False
