date,HAS stock,isPartial
2014-01-01,68,False
2014-01-02,68,False
2014-01-03,62,False
2014-01-04,70,False
2014-01-05,65,False
2014-01-06,45,False
2014-01-07,60,False
2014-01-08,65,False
2014-01-09,60,False
2014-01-10,89,False
2014-01-11,66,False
2014-01-12,58,False
2014-01-13,86,False
2014-01-14,88,False
2014-01-15,64,False
2014-01-16,79,False
2014-01-17,82,False
2014-01-18,68,False
2014-01-19,73,False
2014-01-20,99,False
2014-01-21,72,False
2014-01-22,65,False
2014-01-23,79,False
2014-01-24,71,False
2014-01-25,67,False
2014-01-26,73,False
2014-01-27,75,False
2014-01-28,79,False
2014-01-29,97,False
2014-01-30,89,False
2014-01-31,100,False
