date,MAT stock,isPartial
2014-02-01,64,False
2014-02-02,42,False
2014-02-03,36,False
2014-02-04,48,False
2014-02-05,36,False
2014-02-06,100,False
2014-02-07,83,False
2014-02-08,43,False
2014-02-09,42,False
2014-02-10,36,False
2014-02-11,72,False
2014-02-12,0,False
2014-02-13,54,False
2014-02-14,0,False
2014-02-15,43,False
2014-02-16,42,False
2014-02-17,73,False
2014-02-18,72,False
2014-02-19,37,False
2014-02-20,74,False
2014-02-21,76,False
2014-02-22,84,False
2014-02-23,71,False
2014-02-24,72,False
2014-02-25,0,False
2014-02-26,54,False
2014-02-27,91,False
2014-02-28,51,False
