date,MSFT stock,isPartial
2015-12-01,100,False
2015-12-02,61,False
2015-12-03,56,False
2015-12-04,55,False
2015-12-05,31,False
2015-12-06,20,False
2015-12-07,52,False
2015-12-08,41,False
2015-12-09,55,False
2015-12-10,62,False
2015-12-11,77,False
2015-12-12,24,False
2015-12-13,17,False
2015-12-14,40,False
2015-12-15,67,False
2015-12-16,79,False
2015-12-17,67,False
2015-12-18,65,False
2015-12-19,25,False
2015-12-20,21,False
2015-12-21,37,False
2015-12-22,32,False
2015-12-23,60,False
2015-12-24,30,False
2015-12-25,12,False
2015-12-26,22,False
2015-12-27,18,False
2015-12-28,41,False
2015-12-29,61,False
2015-12-30,78,False
2015-12-31,54,False
