date,EBAY stock,isPartial
2019-03-01,80,False
2019-03-02,41,False
2019-03-03,42,False
2019-03-04,67,False
2019-03-05,87,False
2019-03-06,71,False
2019-03-07,67,False
2019-03-08,66,False
2019-03-09,55,False
2019-03-10,48,False
2019-03-11,91,False
2019-03-12,76,False
2019-03-13,62,False
2019-03-14,81,False
2019-03-15,75,False
2019-03-16,48,False
2019-03-17,31,False
2019-03-18,71,False
2019-03-19,100,False
2019-03-20,73,False
2019-03-21,76,False
2019-03-22,85,False
2019-03-23,45,False
2019-03-24,32,False
2019-03-25,77,False
2019-03-26,71,False
2019-03-27,62,False
2019-03-28,77,False
2019-03-29,98,False
2019-03-30,39,False
2019-03-31,45,False
