date,MCD stock,isPartial
2012-11-01,54,False
2012-11-02,40,False
2012-11-03,40,False
2012-11-04,39,False
2012-11-05,36,False
2012-11-06,75,False
2012-11-07,42,False
2012-11-08,73,False
2012-11-09,92,False
2012-11-10,39,False
2012-11-11,26,False
2012-11-12,29,False
2012-11-13,74,False
2012-11-14,51,False
2012-11-15,52,False
2012-11-16,45,False
2012-11-17,51,False
2012-11-18,51,False
2012-11-19,100,False
2012-11-20,57,False
2012-11-21,51,False
2012-11-22,53,False
2012-11-23,69,False
2012-11-24,39,False
2012-11-25,25,False
2012-11-26,49,False
2012-11-27,42,False
2012-11-28,42,False
2012-11-29,71,False
2012-11-30,67,False
