date,SBUX stock,isPartial
2013-02-01,79,False
2013-02-02,60,False
2013-02-03,0,False
2013-02-04,50,False
2013-02-05,50,False
2013-02-06,25,False
2013-02-07,51,False
2013-02-08,80,False
2013-02-09,0,False
2013-02-10,61,False
2013-02-11,26,False
2013-02-12,26,False
2013-02-13,50,False
2013-02-14,26,False
2013-02-15,40,False
2013-02-16,0,False
2013-02-17,0,False
2013-02-18,25,False
2013-02-19,50,False
2013-02-20,37,False
2013-02-21,100,False
2013-02-22,26,False
2013-02-23,29,False
2013-02-24,0,False
2013-02-25,49,False
2013-02-26,37,False
2013-02-27,62,False
2013-02-28,88,False
