date,MU stock,isPartial
2017-09-01,41,False
2017-09-02,10,False
2017-09-03,6,False
2017-09-04,7,False
2017-09-05,21,False
2017-09-06,28,False
2017-09-07,27,False
2017-09-08,32,False
2017-09-09,32,False
2017-09-10,7,False
2017-09-11,38,False
2017-09-12,42,False
2017-09-13,41,False
2017-09-14,46,False
2017-09-15,30,False
2017-09-16,5,False
2017-09-17,6,False
2017-09-18,33,False
2017-09-19,43,False
2017-09-20,41,False
2017-09-21,38,False
2017-09-22,39,False
2017-09-23,10,False
2017-09-24,15,False
2017-09-25,45,False
2017-09-26,91,False
2017-09-27,100,False
2017-09-28,60,False
2017-09-29,69,False
2017-09-30,14,False
