date,MSFT stock,isPartial
2017-07-01,4,False
2017-07-02,3,False
2017-07-03,29,False
2017-07-04,31,False
2017-07-05,30,False
2017-07-06,28,False
2017-07-07,25,False
2017-07-08,7,False
2017-07-09,6,False
2017-07-10,18,False
2017-07-11,27,False
2017-07-12,25,False
2017-07-13,24,False
2017-07-14,25,False
2017-07-15,9,False
2017-07-16,5,False
2017-07-17,30,False
2017-07-18,32,False
2017-07-19,45,False
2017-07-20,100,False
2017-07-21,98,False
2017-07-22,12,False
2017-07-23,7,False
2017-07-24,36,False
2017-07-25,29,False
2017-07-26,34,False
2017-07-27,34,False
2017-07-28,30,False
2017-07-29,6,False
2017-07-30,5,False
2017-07-31,23,False
