date,BA stock,isPartial
2014-09-01,30,False
2014-09-02,41,False
2014-09-03,48,False
2014-09-04,24,False
2014-09-05,56,False
2014-09-06,29,False
2014-09-07,28,False
2014-09-08,72,False
2014-09-09,52,False
2014-09-10,47,False
2014-09-11,36,False
2014-09-12,56,False
2014-09-13,21,False
2014-09-14,14,False
2014-09-15,47,False
2014-09-16,100,False
2014-09-17,47,False
2014-09-18,36,False
2014-09-19,99,False
2014-09-20,43,False
2014-09-21,14,False
2014-09-22,58,False
2014-09-23,53,False
2014-09-24,70,False
2014-09-25,54,False
2014-09-26,50,False
2014-09-27,29,False
2014-09-28,21,False
2014-09-29,64,False
2014-09-30,64,False
