date,ATVI stock,isPartial
2012-08-01,50,False
2012-08-02,51,False
2012-08-03,53,False
2012-08-04,62,False
2012-08-05,0,False
2012-08-06,50,False
2012-08-07,75,False
2012-08-08,0,False
2012-08-09,67,False
2012-08-10,0,False
2012-08-11,62,False
2012-08-12,62,False
2012-08-13,50,False
2012-08-14,100,False
2012-08-15,52,False
2012-08-16,76,False
2012-08-17,53,False
2012-08-18,0,False
2012-08-19,0,False
2012-08-20,77,False
2012-08-21,75,False
2012-08-22,50,False
2012-08-23,50,False
2012-08-24,0,False
2012-08-25,0,False
2012-08-26,0,False
2012-08-27,0,False
2012-08-28,48,False
2012-08-29,0,False
2012-08-30,49,False
2012-08-31,0,False
